q,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
21 Rue CLAUDE PERNES 93110 ROSNY SOUS BOIS Seine-Saint-Denis,48.872261,2.489038,21 Rue Claude Pernes 93110 Rosny-sous-Bois,0.69594750385208,,housenumber,93064_1463_00021,21,21 Rue Claude Pernes,Rue Claude Pernes,93110,Rosny-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93064,,,,ok
18 BIS AVENUE PHILIPPE AUGUSTE 75011 PARIS Paris,48.850452,2.394867,18b Avenue Philippe-Auguste 75011 Paris,0.7393698886827459,0.5823255244755243,housenumber,75111_7380_00018_b,18b,18b Avenue Philippe-Auguste,Avenue Philippe-Auguste,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
Allee D'ESTIENNE D ORVES 93701 DRANCY CEDEX Seine-Saint-Denis,48.919843,2.419365,Rue d’Estienne d’Orves 93700 Drancy,0.47823636363636357,,street,93029_e735s2,,Rue d’Estienne d’Orves,Rue d’Estienne d’Orves,93700,Drancy,"93, Seine-Saint-Denis, Île-de-France",93029,,,,ok
2 Boulevard HAUSSMANN 75009 PARIS Paris,48.872183,2.339808,2 Boulevard Haussmann 75009 Paris,0.8298902392344496,,housenumber,75109_4485_00002,2,2 Boulevard Haussmann,Boulevard Haussmann,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
46 BIS RUE SAINT DENIS 77700 COUPVRAY Seine-et-Marne,48.895561,2.800999,46bis Rue Saint Denis 77700 Coupvray,0.6428037762237762,0.49800730703259005,housenumber,77132_0580_00046_bis,46bis,46bis Rue Saint Denis,Rue Saint Denis,77700,Coupvray,"77, Seine-et-Marne, Île-de-France",77132,,,,ok
15 RUE ANDRE LEROI GOURHAN 78280 GUYANCOURT Yvelines,48.765654,2.078147,15 Rue André Leroi-Gourhan 78280 Guyancourt,0.8004040106951871,,housenumber,78297_0246_00015,15,15 Rue André Leroi-Gourhan,Rue André Leroi-Gourhan,78280,Guyancourt,"78, Yvelines, Île-de-France",78297,,,,ok
6 Rue FOURCROY 75017 PARIS Paris,48.880018,2.295528,6 Rue Fourcroy 75017 Paris,0.7979351026392961,,housenumber,75117_3767_00006,6,6 Rue Fourcroy,Rue Fourcroy,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
206 Boulevard PEREIRE 75017 PARIS Paris,48.880461,2.288405,206 Boulevard Pereire 75017 Paris,0.8406984210526315,,housenumber,75117_7258_00206,206,206 Boulevard Pereire,Boulevard Pereire,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
108 AVENUE DU BAC 94210 SAINT-MAUR-DES-FOSSÉS Val-de-Marne,48.791776,2.518322,108 Avenue du Bac 94210 Saint-Maur-des-Fossés,0.7707380223285486,0.5934985314685315,housenumber,94068_0605_00108,108,108 Avenue du Bac,Avenue du Bac,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
RUE DU MARCHE 78110 LE VESINET Yvelines,48.893292,2.131625,Rue du Marché 78110 Le Vésinet,0.7484326315789473,0.6375674025974026,street,78650_0780,,Rue du Marché,Rue du Marché,78110,Le Vésinet,"78, Yvelines, Île-de-France",78650,,,,ok
71 BD PAUL VAILLANT COUTURIER 94240 L HAY LES ROSES Val-de-Marne,48.780255,2.341507,71 Bd Paul Vaillant Couturier 94240 L'Haÿ-les-Roses,0.7838034487734487,,housenumber,94038_7140_00071,71,71 Bd Paul Vaillant Couturier,Bd Paul Vaillant Couturier,94240,L'Haÿ-les-Roses,"94, Val-de-Marne, Île-de-France",94038,,,,ok
41 BOULEVARD VAUBAN 78280 GUYANCOURT Yvelines,48.781599,2.046515,41 Boulevard Vauban 78280 Guyancourt,0.7768895867768594,,housenumber,78297_0224_00041,41,41 Boulevard Vauban,Boulevard Vauban,78280,Guyancourt,"78, Yvelines, Île-de-France",78297,,,,ok
11 Avenue DU TREMBLAY 75012 PARIS Paris,48.833925,2.454596,11 Avenue du Tremblay 75012 Paris,0.8175784210526315,,housenumber,75112_jq4c2d_00011,11,11 Avenue du Tremblay,Avenue du Tremblay,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
31 RUE DES LILAS 95150 TAVERNY Val-d'Oise,49.009864,2.211956,31 Rue des Lilas 95150 Taverny,0.7185427272727273,,housenumber,95607_0620_00031,31,31 Rue des Lilas,Rue des Lilas,95150,Taverny,"95, Val-d'Oise, Île-de-France",95607,,,,ok
54 Quai DE LA RAPEE 75012 PARIS Paris,48.842793,2.371999,54 Quai de la Rapée 75012 Paris,0.8246684848484849,,housenumber,75112_8037_00054,54,54 Quai de la Rapée,Quai de la Rapée,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
2 PLACE CHARLES DE GAULLE 77870 VULAINES SUR SEINE Seine-et-Marne,48.430639,2.763732,2 Place Charles de Gaulle 77870 Vulaines-sur-Seine,0.733320909090909,,housenumber,77533_0305_00002,2,2 Place Charles de Gaulle,Place Charles de Gaulle,77870,Vulaines-sur-Seine,"77, Seine-et-Marne, Île-de-France",77533,,,,ok
15 AVENUE MICHELET 94210 SAINT-MAUR-DES-FOSSÉS Val-de-Marne,48.793047,2.510511,15 Avenue Michelet 94210 Saint-Maur-des-Fossés,0.7679827899686519,,housenumber,94068_6245_00015,15,15 Avenue Michelet,Avenue Michelet,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
37 RUE DU GENERAL LECLERC 77170 BRIE COMTE ROBERT Seine-et-Marne,48.695213,2.609288,37 Rue du Général Leclerc 77170 Brie-Comte-Robert,0.7569016017316016,,housenumber,77053_0230_00037,37,37 Rue du Général Leclerc,Rue du Général Leclerc,77170,Brie-Comte-Robert,"77, Seine-et-Marne, Île-de-France",77053,,,,ok
15 Rue DES GRANDS PECHERS 93100 MONTREUIL Seine-Saint-Denis,48.859939,2.465484,15 Rue des Grands Pechers 93100 Montreuil,0.6888365203761756,0.5396272727272726,housenumber,93048_4255_00015,15,15 Rue des Grands Pechers,Rue des Grands Pechers,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
63 Boulevard JEAN JAURES 92110 CLICHY Hauts-de-Seine,48.900944,2.305327,63 Boulevard Jean Jaurès 92110 Clichy,0.7096275935828876,0.4461385714285714,housenumber,92024_4730_00063,63,63 Boulevard Jean Jaurès,Boulevard Jean Jaurès,92110,Clichy,"92, Hauts-de-Seine, Île-de-France",92024,,,,ok
85 RUE DE LA FONTAINE AU ROI 75011 PARIS Paris,48.869184,2.377179,85 Rue de la Fontaine au Roi 75011 Paris,0.8578615151515151,0.4131010743801653,housenumber,75111_3717_00085,85,85 Rue de la Fontaine au Roi,Rue de la Fontaine au Roi,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
16 RUE GABRIEL PERI 92120 MONTROUGE Hauts-de-Seine,48.817946,2.322911,16 Rue Gabriel Péri 92120 Montrouge,0.6950377736549164,,housenumber,92049_4110_00016,16,16 Rue Gabriel Péri,Rue Gabriel Péri,92120,Montrouge,"92, Hauts-de-Seine, Île-de-France",92049,,,,ok
3 Rue ROMY SCHNEIDER 75018 PARIS Paris,48.888002,2.361684,3 Rue Romy Schneider 75018 Paris,0.8242625798525798,,housenumber,75118_8341_00003,3,3 Rue Romy Schneider,Rue Romy Schneider,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
90 BOULEVARD JEAN JAURES 93190 LIVRY GARGAN Seine-Saint-Denis,48.921183,2.525901,90 Boulevard Jean Jaurès 93190 Livry-Gargan,0.7021890909090909,,housenumber,93046_1350_00090,90,90 Boulevard Jean Jaurès,Boulevard Jean Jaurès,93190,Livry-Gargan,"93, Seine-Saint-Denis, Île-de-France",93046,,,,ok
22 BOULEVARD DU GENERAL LECLERC 92000 NANTERRE Hauts-de-Seine,48.897888,2.19408,22 Boulevard du Général Leclerc 92000 Nanterre,0.7477199999999999,,housenumber,92050_4133_00022,22,22 Boulevard du Général Leclerc,Boulevard du Général Leclerc,92000,Nanterre,"92, Hauts-de-Seine, Île-de-France",92050,,,,ok
39 B Avenue DE BONNEUIL 94210 ST MAUR DES FOSSES Val-de-Marne,48.790772,2.502988,Avenue de Bonneuil 94210 Saint-Maur-des-Fossés,0.6512236363636363,,street,94068_0735,,Avenue de Bonneuil,Avenue de Bonneuil,94210,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
1 Rue DELTERAL 93310 LE PRE ST GERVAIS Seine-Saint-Denis,48.885476,2.400606,1 Rue Deltéral 93310 Le Pré-Saint-Gervais,0.7078333884297521,,housenumber,93061_2540_00001,1,1 Rue Deltéral,Rue Deltéral,93310,Le Pré-Saint-Gervais,"93, Seine-Saint-Denis, Île-de-France",93061,,,,ok
35 RUE D AMIENS 93240 STAINS Seine-Saint-Denis,48.954682,2.367846,35 Rue d''Amiens 93240 Stains,0.6019190909090909,,housenumber,93072_0050_00035,35,35 Rue d''Amiens,Rue d''Amiens,93240,Stains,"93, Seine-Saint-Denis, Île-de-France",93072,,,,ok
2 Avenue AIME CESAIRE 93500 PANTIN Seine-Saint-Denis,48.914291,2.411541,2 Avenue Aimé Césaire 93500 Pantin,0.6427352941176471,,housenumber,93055_0010_00002,2,2 Avenue Aimé Césaire,Avenue Aimé Césaire,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
11 RUE DE LA FOSSE AUX ASTRES 92390 VILLENEUVE LA GARENNE Hauts-de-Seine,48.938286,2.332428,11 Rue de la Fosse aux Astres 92390 Villeneuve-la-Garenne,0.7711294494238154,0.6691318181818182,housenumber,92078_3575_00011,11,11 Rue de la Fosse aux Astres,Rue de la Fosse aux Astres,92390,Villeneuve-la-Garenne,"92, Hauts-de-Seine, Île-de-France",92078,,,,ok
2 RUE JULES LEFEBVRE 77220 TOURNAN EN BRIE Seine-et-Marne,48.742341,2.757855,2 Rue Jules Lefebvre 77220 Tournan-en-Brie,0.7182153246753246,,housenumber,77470_0660_00002,2,2 Rue Jules Lefebvre,Rue Jules Lefebvre,77220,Tournan-en-Brie,"77, Seine-et-Marne, Île-de-France",77470,,,,ok
6 RUE JEAN MOULIN 91210 DRAVEIL Essonne,48.686352,2.411643,6 Rue Jean Moulin 91210 Draveil,0.7719533492822966,0.5242291651205936,housenumber,91201_2020_00006,6,6 Rue Jean Moulin,Rue Jean Moulin,91210,Draveil,"91, Essonne, Île-de-France",91201,,,,ok
3 Rue DU MAROC 75954 PARIS CEDEX 19 Paris,48.885995,2.370048,3 Rue du Maroc 75019 Paris,0.5649145887445888,0.5033798989898989,housenumber,75119_6114_00003,3,3 Rue du Maroc,Rue du Maroc,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
17 AVENUE DE STALINGRAD 94120 FONTENAY SOUS BOIS Val-de-Marne,48.850725,2.453577,17 Avenue de Stalingrad 94120 Fontenay-sous-Bois,0.7762357575757575,,housenumber,94033_8570_00017,17,17 Avenue de Stalingrad,Avenue de Stalingrad,94120,Fontenay-sous-Bois,"94, Val-de-Marne, Île-de-France",94033,,,,ok
7 RUE PIERRE HARET 75009 PARIS Paris,48.88396,2.330568,7 Rue Pierre Haret 75009 Paris,0.8082631168831168,,housenumber,75109_7441_00007,7,7 Rue Pierre Haret,Rue Pierre Haret,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
22 RUE DES SABLONS 75116 PARIS Paris,48.864984,2.28277,22 Rue des Sablons 75016 Paris,0.7298242997542996,0.3513633290653009,housenumber,75116_8450_00022,22,22 Rue des Sablons,Rue des Sablons,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
84 RUE ORDENER 75018 PARIS Paris,48.892772,2.343325,84 Rue Ordener 75018 Paris,0.807853284457478,0.5834763636363636,housenumber,75118_6918_00084,84,84 Rue Ordener,Rue Ordener,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
5 RUE DE LA MARE DE TROUX 78280 GUYANCOURT Yvelines,48.783797,2.052701,5 Rue de la Mare de Troux 78280 Guyancourt,0.7988672727272726,0.5325095622895623,housenumber,78297_0124_00005,5,5 Rue de la Mare de Troux,Rue de la Mare de Troux,78280,Guyancourt,"78, Yvelines, Île-de-France",78297,,,,ok
31 RUE JEAN BOUIN 92320 CHATILLON Hauts-de-Seine,48.80889,2.285788,31 Rue Jean Bouin 92320 Châtillon,0.6711509671179883,,housenumber,92020_4718_00031,31,31 Rue Jean Bouin,Rue Jean Bouin,92320,Châtillon,"92, Hauts-de-Seine, Île-de-France",92020,,,,ok
16 RUE ANTOINE DE LAVOISIER 77680 ROISSY EN BRIE Seine-et-Marne,48.796922,2.65064,16 Rue Antoine de Lavoisier 77680 Roissy-en-Brie,0.7437868328445747,,housenumber,77390_0050_00016,16,16 Rue Antoine de Lavoisier,Rue Antoine de Lavoisier,77680,Roissy-en-Brie,"77, Seine-et-Marne, Île-de-France",77390,,,,ok
48 Rue ARISTIDE BRIAND 95240 CORMEILLES EN PARISIS Val-d'Oise,48.975662,2.19815,48 Rue Aristide Briand 95240 Cormeilles-en-Parisis,0.801949696969697,,housenumber,95176_0050_00048,48,48 Rue Aristide Briand,Rue Aristide Briand,95240,Cormeilles-en-Parisis,"95, Val-d'Oise, Île-de-France",95176,,,,ok
ROUTE DES DOCKS 78000 VERSAILLES Yvelines,48.793022,2.154318,Rue des Moines 78000 Versailles,0.5692632323232323,0.537789393939394,street,78646_1930,,Rue des Moines,Rue des Moines,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
1 Chaussee Saint Vincent 78580 MAULE Yvelines,48.912105,1.851681,1 Chaussee Saint Vincent 78580 Maule,0.7685532231404958,0.6615495543672013,housenumber,78380_0345_00001,1,1 Chaussee Saint Vincent,Chaussee Saint Vincent,78580,Maule,"78, Yvelines, Île-de-France",78380,,,,ok
965 AVENUE ROGER SALENGRO 92370 CHAVILLE Hauts-de-Seine,48.812613,2.192241,965 Avenue Roger Salengro 92370 Chaville,0.7221865656565656,,housenumber,92022_1020_00965,965,965 Avenue Roger Salengro,Avenue Roger Salengro,92370,Chaville,"92, Hauts-de-Seine, Île-de-France",92022,,,,ok
8 COURS DES BOUGAINVILLEES 92500 RUEIL MALMAISON Hauts-de-Seine,48.862173,2.19352,8 Cours des Bougainvillées 92500 Rueil-Malmaison,0.7462731964809384,,housenumber,92063_0432_00008,8,8 Cours des Bougainvillées,Cours des Bougainvillées,92500,Rueil-Malmaison,"92, Hauts-de-Seine, Île-de-France",92063,,,,ok
52 RUE PIERRE BROSSOLETTE 92300 LEVALLOIS PERRET Hauts-de-Seine,48.896611,2.295373,52 Rue Pierre Brossolette 92300 Levallois-Perret,0.7520877419354838,,housenumber,92044_7140_00052,52,52 Rue Pierre Brossolette,Rue Pierre Brossolette,92300,Levallois-Perret,"92, Hauts-de-Seine, Île-de-France",92044,,,,ok
15 AVENUE DANIELLE CASANOVA 95210 ST GRATIEN Val-d'Oise,48.971208,2.287537,15 Avenue Danielle Casanova 95210 Saint-Gratien,0.7173653918495297,,housenumber,95555_0280_00015,15,15 Avenue Danielle Casanova,Avenue Danielle Casanova,95210,Saint-Gratien,"95, Val-d'Oise, Île-de-France",95555,,,,ok
23 RUE BROCHANT 75017 PARIS Paris,48.88918,2.318107,23 Rue Brochant 75017 Paris,0.8057881818181818,,housenumber,75117_1315_00023,23,23 Rue Brochant,Rue Brochant,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
56 RUE HENRI BARBUSSE 92190 MEUDON Hauts-de-Seine,48.808422,2.24295,56 Rue Henri Barbusse 92190 Meudon,0.6893445454545454,,housenumber,92048_1170_00056,56,56 Rue Henri Barbusse,Rue Henri Barbusse,92190,Meudon,"92, Hauts-de-Seine, Île-de-France",92048,,,,ok
42 BIS RUE POLIVEAU 75005 PARIS Paris,48.839888,2.357189,42b Rue Poliveau 75005 Paris,0.6618733971291866,,housenumber,75105_7576_00042_b,42b,42b Rue Poliveau,Rue Poliveau,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
2 PLACE DES 7 FONTAINES 95150 TAVERNY Val-d'Oise,49.02691,2.211039,2 Place des 7 Fontaines 95150 Taverny,0.7485449516441005,0.5028718819776713,housenumber,95607_0381_00002,2,2 Place des 7 Fontaines,Place des 7 Fontaines,95150,Taverny,"95, Val-d'Oise, Île-de-France",95607,,,,ok
74 RUE DE LA TOMBE ISSOIRE 75014 PARIS Paris,48.828752,2.332977,74 Rue de la Tombe Issoire 75014 Paris,0.8544364693446088,,housenumber,75114_9342_00074,74,74 Rue de la Tombe Issoire,Rue de la Tombe Issoire,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
82 RUE THIERS 92100 BOULOGNE BILLANCOURT Hauts-de-Seine,48.834586,2.250053,82 Rue Thiers 92100 Boulogne-Billancourt,0.7267856565656565,,housenumber,92012_9120_00082,82,82 Rue Thiers,Rue Thiers,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
5 PLACE DE LA REVOLUTION 77680 ROISSY EN BRIE Seine-et-Marne,48.796171,2.650242,5 Place de la Révolution 77680 Roissy-en-Brie,0.7258688289676425,,housenumber,77390_1007_00005,5,5 Place de la Révolution,Place de la Révolution,77680,Roissy-en-Brie,"77, Seine-et-Marne, Île-de-France",77390,,,,ok
4 A RUE DE CHATILLON 91260 JUVISY SUR ORGE Essonne,48.684526,2.380797,Rue de Chatillon 91260 Juvisy-sur-Orge,0.7359000371057512,,street,91326_0590,,Rue de Chatillon,Rue de Chatillon,91260,Juvisy-sur-Orge,"91, Essonne, Île-de-France",91326,,,,ok
21 Rue DU MOULINET 75013 PARIS Paris,48.827043,2.355474,21 Rue du Moulinet 75013 Paris,0.8217358441558441,0.6301318181818182,housenumber,75113_6599_00021,21,21 Rue du Moulinet,Rue du Moulinet,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
45 Rue DES SAINTS PERES 75006 PARIS Paris,48.85554,2.331294,45 Rue des Saints-Pères 75006 Paris,0.8329536363636363,0.6279442148760329,housenumber,75106_8767_00045,45,45 Rue des Saints-Pères,Rue des Saints-Pères,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
44 Rue D AMSTERDAM 75311 PARIS CEDEX 09 Paris,48.878401,2.32706,44 Rue d'Amsterdam 75009 Paris,0.5961259288537549,0.4771857575757575,housenumber,75109_0300_00044,44,44 Rue d'Amsterdam,Rue d'Amsterdam,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
12 Rue DU GENERAL DE GAULLE 94400 VITRY SUR SEINE Val-de-Marne,48.793524,2.392693,12 Rue du Général de Gaulle 94400 Vitry-sur-Seine,0.7741447690014902,,housenumber,94081_4137_00012,12,12 Rue du Général de Gaulle,Rue du Général de Gaulle,94400,Vitry-sur-Seine,"94, Val-de-Marne, Île-de-France",94081,,,,ok
11 RUE CHARLES MARECHAL 78300 POISSY Yvelines,48.928628,2.046732,11 Rue Charles Maréchal 78300 Poissy,0.7887123140495866,,housenumber,78498_0390_00011,11,11 Rue Charles Maréchal,Rue Charles Maréchal,78300,Poissy,"78, Yvelines, Île-de-France",78498,,,,ok
14 RUE PRESCHEZ 92210 ST CLOUD Hauts-de-Seine,48.843901,2.211126,14 Rue Preschez 92210 Saint-Cloud,0.6206875241779497,0.44888972027972024,housenumber,92064_1140_00014,14,14 Rue Preschez,Rue Preschez,92210,Saint-Cloud,"92, Hauts-de-Seine, Île-de-France",92064,,,,ok
56 ROUTE DE MARLOTTE 77690 MONTIGNY SUR LOING Seine-et-Marne,48.340025,2.727744,56 Route de Marlotte 77690 Montigny-sur-Loing,0.728764283513097,,housenumber,77312_0680_00056,56,56 Route de Marlotte,Route de Marlotte,77690,Montigny-sur-Loing,"77, Seine-et-Marne, Île-de-France",77312,,,,ok
55 AVENUE DES GRESILLONS 92230 GENNEVILLIERS Hauts-de-Seine,48.915008,2.301341,55 Avenue des Grésillons 92230 Gennevilliers,0.7370621003134796,0.5543691788856304,housenumber,92036_4170_00055,55,55 Avenue des Grésillons,Avenue des Grésillons,92230,Gennevilliers,"92, Hauts-de-Seine, Île-de-France",92036,,,,ok
13 RUE PROUDHON 93210 LA PLAINE ST DENIS Seine-Saint-Denis,48.906581,2.360305,13 Rue Proudhon 93210 Saint-Denis,0.5735704625199362,0.5624127272727273,housenumber,93066_7290_00013,13,13 Rue Proudhon,Rue Proudhon,93210,Saint-Denis,"93, Seine-Saint-Denis, Île-de-France",93066,,,,ok
9 PLACE DE RIMINI 94100 ST MAUR DES FOSSES Val-de-Marne,48.801421,2.487389,9 Place de Rimini 94100 Saint-Maur-des-Fossés,0.6849565203761755,,housenumber,94068_8197_00009,9,9 Place de Rimini,Place de Rimini,94100,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
10 Rue EUGENE MARIE LOUISE CORNET 93500 PANTIN Seine-Saint-Denis,48.892613,2.405705,10 Rue Eugène et Marie Louise Cornet 93500 Pantin,0.7037102797202798,,housenumber,93055_3180_00010,10,10 Rue Eugène et Marie Louise Cornet,Rue Eugène et Marie Louise Cornet,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
10 RUE DE LA MADONE 75018 PARIS Paris,48.89282,2.361815,10 Rue de la Madone 75018 Paris,0.8198539393939394,0.5486508123791102,housenumber,75118_5895_00010,10,10 Rue de la Madone,Rue de la Madone,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
11 RUE VICTOR HUGO 92230 GENNEVILLIERS Hauts-de-Seine,48.920787,2.293736,11 Rue Victor Hugo 92230 Gennevilliers,0.706175874125874,,housenumber,92036_9641_00011,11,11 Rue Victor Hugo,Rue Victor Hugo,92230,Gennevilliers,"92, Hauts-de-Seine, Île-de-France",92036,,,,ok
49 BOULEVARD DAVOUT 75020 PARIS Paris,48.851118,2.41077,49 Boulevard Davout 75020 Paris,0.8324184848484848,,housenumber,75120_2608_00049,49,49 Boulevard Davout,Boulevard Davout,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
3 AVENUE JEAN LEBAS 93140 BONDY Seine-Saint-Denis,48.913309,2.481193,3 Avenue Jean Lebas 93140 Bondy,0.6260472727272727,,housenumber,93010_4743_00003,3,3 Avenue Jean Lebas,Avenue Jean Lebas,93140,Bondy,"93, Seine-Saint-Denis, Île-de-France",93010,,,,ok
17 AVENUE DES HORTENSIAS 77340 PONTAULT COMBAULT Seine-et-Marne,48.795134,2.603233,17 Avenue des Hortensias 77340 Pontault-Combault,0.7499104692082111,,housenumber,77373_0680_00017,17,17 Avenue des Hortensias,Avenue des Hortensias,77340,Pontault-Combault,"77, Seine-et-Marne, Île-de-France",77373,,,,ok
23 RUE DU LANDY 93400 ST OUEN Seine-Saint-Denis,48.916583,2.334449,23 Rue du Landy 93400 Saint-Ouen-sur-Seine,0.7693656400742114,0.6117396865203761,housenumber,93070_5125_00023,23,23 Rue du Landy,Rue du Landy,93400,Saint-Ouen-sur-Seine,"93, Seine-Saint-Denis, Île-de-France",93070,,,,ok
58 RUE DU MAL DE LATTRE DE TASSIGNY 94140 ALFORTVILLE Val-de-Marne,48.801137,2.424407,58 Rue du Mal de Lattre de Tassigny 94140 Alfortville,0.7910272727272727,,housenumber,94002_6143_00058,58,58 Rue du Mal de Lattre de Tassigny,Rue du Mal de Lattre de Tassigny,94140,Alfortville,"94, Val-de-Marne, Île-de-France",94002,,,,ok
5 Rue FRANCIS DE PRESSENSE 93200 ST DENIS Seine-Saint-Denis,48.918963,2.359764,5 Rue Francis de Pressensé 93210 Saint-Denis,0.6864130303030302,0.6069366350067842,housenumber,93066_3575_00005,5,5 Rue Francis de Pressensé,Rue Francis de Pressensé,93210,Saint-Denis,"93, Seine-Saint-Denis, Île-de-France",93066,,,,ok
4 RUE DE LENTENTE 91200 ATHIS MONS Essonne,48.704981,2.362953,4 Rue de Lentente 91200 Athis-Mons,0.7793500443458979,,housenumber,91027_uuhvhk_00004,4,4 Rue de Lentente,Rue de Lentente,91200,Athis-Mons,"91, Essonne, Île-de-France",91027,,,,ok
25 RUE CLOVIS HUGUES 75019 PARIS Paris,48.882432,2.374307,25 Rue Clovis Hugues 75019 Paris,0.8234198525798525,,housenumber,75119_2153_00025,25,25 Rue Clovis Hugues,Rue Clovis Hugues,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
1 PLACE VICTOR HUGO 91250 ST GERMAIN LES CORBEIL Essonne,48.622357,2.499716,Place Victor Hugo 91250 Saint-Germain-lès-Corbeil,0.7166670107858243,,locality,91553_0266,,Place Victor Hugo,,91250,Saint-Germain-lès-Corbeil,"91, Essonne, Île-de-France",91553,,,,ok
13 RUE DE CLICHY 75009 PARIS Paris,48.877336,2.330467,13 Rue de Clichy 75009 Paris,0.8095771074380165,0.5950214496314497,housenumber,75109_2116_00013,13,13 Rue de Clichy,Rue de Clichy,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
